Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity DCAF10-N1,Intensity DCAF10-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
Q8WXX5,Q8WXX5,3,3,3,DnaJ homolog subfamily C member 9,DNAJC9,sp|Q8WXX5|DNJC9_HUMAN DnaJ homolog subfamily C member 9 OS=Homo sapiens OX=9606 GN=DNAJC9 PE=1 SV=1,3,3,16.5,4.03754943657932,3.97963032888006,25.5114727802223,25.3392952033385
P33316;H0YNW5;H0YKC5;H0YMM5;A0A0C4DGL3;H0YNJ9;H0YKI0;H0YMP1,P33316;H0YNW5;H0YKC5;H0YMM5;A0A0C4DGL3;H0YNJ9;H0YKI0,3;3;3;2;2;2;2;1,3;3;3;2;2;2;2;1,3;3;3;2;2;2;2;1,"Deoxyuridine 5-triphosphate nucleotidohydrolase, mitochondrial",DUT,"sp|P33316|DUT_HUMAN Deoxyuridine 5-triphosphate nucleotidohydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=DUT PE=1 SV=4;tr|H0YNW5|H0YNW5_HUMAN Deoxyuridine 5-triphosphate nucleotidohydrolase OS=Homo sapiens OX=9606 GN=DUT PE=1 SV=1;tr|H0YKC5|H0YKC5_H",3,3,16.3,4.03754943657932,3.97963032888006,25.7055648944353,25.4932001997
Q9H4M9;A0A024R571;C9J2Z4;C9JC03;Q9NZN3;C9JDQ8,Q9H4M9;A0A024R571;C9J2Z4;C9JC03;Q9NZN3;C9JDQ8,4;4;3;3;2;2,4;4;3;3;2;2,3;3;2;2;1;1,EH domain-containing protein 1;EH domain-containing protein 3,EHD1;EHD3,sp|Q9H4M9|EHD1_HUMAN EH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=EHD1 PE=1 SV=2;tr|A0A024R571|A0A024R571_HUMAN EH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=EHD1 PE=1 SV=1;tr|C9J2Z4|C9J2Z4_HUMAN EH domain-containing protein 1 (Fra,4,3,11.8,4.03754943657932,3.97963032888006,25.3725207673538,25.3867642558798
Q15723,Q15723,3,3,3,ETS-related transcription factor Elf-2,ELF2,sp|Q15723|ELF2_HUMAN ETS-related transcription factor Elf-2 OS=Homo sapiens OX=9606 GN=ELF2 PE=1 SV=2,3,3,6.4,4.03754943657932,3.97963032888006,25.0361149079476,24.9416322526689
A0A0A0MTI6;Q9NYP7,A0A0A0MTI6;Q9NYP7,3;2,3;2,3;2,Elongation of very long chain fatty acids protein;Elongation of very long chain fatty acids protein 5,ELOVL5,tr|A0A0A0MTI6|A0A0A0MTI6_HUMAN Elongation of very long chain fatty acids protein OS=Homo sapiens OX=9606 GN=ELOVL5 PE=1 SV=1;sp|Q9NYP7|ELOV5_HUMAN Elongation of very long chain fatty acids protein 5 OS=Homo sapiens OX=9606 GN=ELOVL5 PE=1 SV=1,3,3,13.7,21.5766053280747,21.3498664791828,23.3899505734802,23.6232143936251
O95466;K7EJE6;A0A0A0MR62;K7EK60,O95466;K7EJE6;A0A0A0MR62;K7EK60,4;2;2;2,4;2;2;2,3;2;2;2,Formin-like protein 1,FMNL1,sp|O95466|FMNL1_HUMAN Formin-like protein 1 OS=Homo sapiens OX=9606 GN=FMNL1 PE=1 SV=3;tr|K7EJE6|K7EJE6_HUMAN Formin-like protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=FMNL1 PE=1 SV=1;tr|A0A0A0MR62|A0A0A0MR62_HUMAN Formin-like protein 1 OS=Homo sapiens O,4,3,4.6,4.03754943657932,3.97963032888006,26.0316421476102,24.6059727232619
Q9HA64;I3L2G3;I3L2K8;I3L3W5;I3L139,Q9HA64;I3L2G3,3;2;1;1;1,3;2;1;1;1,3;2;1;1;1,Ketosamine-3-kinase,FN3KRP,sp|Q9HA64|KT3K_HUMAN Ketosamine-3-kinase OS=Homo sapiens OX=9606 GN=FN3KRP PE=1 SV=2;tr|I3L2G3|I3L2G3_HUMAN Ketosamine-3-kinase (Fragment) OS=Homo sapiens OX=9606 GN=FN3KRP PE=1 SV=1,3,3,12.6,23.8252220081025,21.6560005650841,4.53479258161074,4.42757633222893
P35637;H3BPE7,P35637;H3BPE7,5;5,5;5,3;3,RNA-binding protein FUS,FUS,sp|P35637|FUS_HUMAN RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1;tr|H3BPE7|H3BPE7_HUMAN RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1,5,3,11.6,23.0407010712388,22.7699354776149,27.5319275368689,27.2280259766954
O14976;A0A087X1U9;H0Y8H5;D6RAW3,O14976;A0A087X1U9;H0Y8H5,3;2;2;1,3;2;2;1,3;2;2;1,Cyclin-G-associated kinase,GAK,sp|O14976|GAK_HUMAN Cyclin-G-associated kinase OS=Homo sapiens OX=9606 GN=GAK PE=1 SV=2;tr|A0A087X1U9|A0A087X1U9_HUMAN Cyclin-G-associated kinase OS=Homo sapiens OX=9606 GN=GAK PE=1 SV=1;tr|H0Y8H5|H0Y8H5_HUMAN Cyclin-G-associated kinase (Fragment) OS=Homo,3,3,4.2,4.03754943657932,3.97963032888006,24.6144587013274,24.779415187318
Q86YP4;C9JVY3;V9GY85;H7C3H1;C9JMI3;C9JGN4;C9JHD7;C9JJK9;V9GYX5,Q86YP4;C9JVY3;V9GY85;H7C3H1;C9JMI3;C9JGN4;C9JHD7;C9JJK9,4;2;2;2;2;2;2;2;1,3;2;2;2;2;2;2;2;1,3;2;2;2;2;2;2;2;1,Transcriptional repressor p66-alpha,GATAD2A,sp|Q86YP4|P66A_HUMAN Transcriptional repressor p66-alpha OS=Homo sapiens OX=9606 GN=GATAD2A PE=1 SV=1;tr|C9JVY3|C9JVY3_HUMAN Transcriptional repressor p66-alpha (Fragment) OS=Homo sapiens OX=9606 GN=GATAD2A PE=1 SV=1;tr|V9GY85|V9GY85_HUMAN Transcriptional,4,3,8.8,4.03754943657932,3.97963032888006,23.8846475219367,24.422010340409
H8Y6P7;P0CAP2;Q9BZD3;P0CAP1,H8Y6P7;P0CAP2;Q9BZD3,3;2;2;1,3;2;2;1,3;2;2;1,DNA-directed RNA polymerase II subunit GRINL1A;Putative GRINL1B complex locus protein 2,GCOM1;POLR2M;GCOM2,tr|H8Y6P7|H8Y6P7_HUMAN GRINL1A combined protein 15 OS=Homo sapiens OX=9606 GN=GCOM1 PE=2 SV=1;sp|P0CAP2|GRL1A_HUMAN DNA-directed RNA polymerase II subunit GRINL1A OS=Homo sapiens OX=9606 GN=POLR2M PE=1 SV=1;sp|Q9BZD3|GCOM2_HUMAN Putative GRINL1B complex lo,3,3,4.7,4.03754943657932,3.97963032888006,23.6905112861965,22.1372738617277
Q9UJY5;B0QYR6;Q9UJY4;B0QYR9;B0QYS0;B0QYS1;A0A087WYN2;B0QYS2;B0QYS3;B0QYR5;B0QYS5;H3BPI3;H3BMM6,Q9UJY5;B0QYR6,4;2;1;1;1;1;1;1;1;1;1;1;1,3;1;0;0;0;0;0;0;0;0;0;0;0,3;1;0;0;0;0;0;0;0;0;0;0;0,ADP-ribosylation factor-binding protein GGA1,GGA1,sp|Q9UJY5|GGA1_HUMAN ADP-ribosylation factor-binding protein GGA1 OS=Homo sapiens OX=9606 GN=GGA1 PE=1 SV=1;tr|B0QYR6|B0QYR6_HUMAN ADP-ribosylation factor-binding protein GGA1 (Fragment) OS=Homo sapiens OX=9606 GN=GGA1 PE=1 SV=1,4,3,7.7,4.03754943657932,3.97963032888006,23.3421810357449,23.8730505331932
O75420,O75420,3,3,3,PERQ amino acid-rich with GYF domain-containing protein 1,GIGYF1,sp|O75420|GGYF1_HUMAN GRB10-interacting GYF protein 1 OS=Homo sapiens OX=9606 GN=GIGYF1 PE=1 SV=2,3,3,4.1,4.03754943657932,3.97963032888006,25.178280669856,25.5547916452207
O14908;K7EM11;Q8TF64;A0A2R8Y651,O14908;K7EM11,3;2;1;1,3;2;1;1,3;2;1;1,PDZ domain-containing protein GIPC1,GIPC1,sp|O14908|GIPC1_HUMAN PDZ domain-containing protein GIPC1 OS=Homo sapiens OX=9606 GN=GIPC1 PE=1 SV=2;tr|K7EM11|K7EM11_HUMAN PDZ domain-containing protein GIPC1 (Fragment) OS=Homo sapiens OX=9606 GN=GIPC1 PE=1 SV=1,3,3,11.7,4.03754943657932,3.97963032888006,24.4433528434583,24.5282056034262
Q92990;M0QX84;M0QXG8,Q92990,3;1;1,3;1;1,3;1;1,Glomulin,GLMN,sp|Q92990|GLMN_HUMAN Glomulin OS=Homo sapiens OX=9606 GN=GLMN PE=1 SV=2,3,3,4.9,21.6382096266336,23.3455687587145,24.1801793028267,23.7201498843343
Q49A26;K7EMM8;K7EQB2,Q49A26;K7EMM8,3;3;1,3;3;1,3;3;1,Putative oxidoreductase GLYR1,GLYR1,sp|Q49A26|GLYR1_HUMAN Putative oxidoreductase GLYR1 OS=Homo sapiens OX=9606 GN=GLYR1 PE=1 SV=4;tr|K7EMM8|K7EMM8_HUMAN Putative oxidoreductase GLYR1 (Fragment) OS=Homo sapiens OX=9606 GN=GLYR1 PE=1 SV=2,3,3,8.9,4.03754943657932,3.97963032888006,24.5558449636229,24.1608488483829
P46926;D6RAY7;D6R9P4;D6RFF8;Q8TDQ7;D6RFK5;V9GYW0;V9GYK3;D6R917;D6RB13,P46926;D6RAY7;D6R9P4;D6RFF8,3;3;3;3;1;1;1;1;1;1,3;3;3;3;1;1;1;1;1;1,3;3;3;3;1;1;1;1;1;1,Glucosamine-6-phosphate isomerase 1;Glucosamine-6-phosphate isomerase,GNPDA1,sp|P46926|GNPI1_HUMAN Glucosamine-6-phosphate isomerase 1 OS=Homo sapiens OX=9606 GN=GNPDA1 PE=1 SV=1;tr|D6RAY7|D6RAY7_HUMAN Glucosamine-6-phosphate isomerase (Fragment) OS=Homo sapiens OX=9606 GN=GNPDA1 PE=1 SV=1;tr|D6R9P4|D6R9P4_HUMAN Glucosamine-6-phosp,3,3,18.3,4.03754943657932,3.97963032888006,24.8387957545083,24.2570269442324
Q9H8Y8,Q9H8Y8,3,3,3,Golgi reassembly-stacking protein 2,GORASP2,sp|Q9H8Y8|GORS2_HUMAN Golgi reassembly-stacking protein 2 OS=Homo sapiens OX=9606 GN=GORASP2 PE=1 SV=3,3,3,13.7,4.03754943657932,3.97963032888006,27.4870013042223,27.5344529780426
Q8N954,Q8N954,3,3,3,G patch domain-containing protein 11,GPATCH11,sp|Q8N954|GPT11_HUMAN G patch domain-containing protein 11 OS=Homo sapiens OX=9606 GN=GPATCH11 PE=1 SV=4,3,3,10.5,4.03754943657932,3.97963032888006,25.2955455919835,24.934271089704
Q14687;H0Y613;H7C3B5,Q14687;H0Y613,3;3;1,3;3;1,3;3;1,Genetic suppressor element 1,GSE1,sp|Q14687|GSE1_HUMAN Genetic suppressor element 1 OS=Homo sapiens OX=9606 GN=GSE1 PE=1 SV=3;tr|H0Y613|H0Y613_HUMAN Genetic suppressor element 1 (Fragment) OS=Homo sapiens OX=9606 GN=GSE1 PE=1 SV=1,3,3,3.7,4.03754943657932,3.97963032888006,24.6990644716925,24.6222650133019
P15170;H3BR35;H3BSV8,P15170;H3BR35,8;8;3,8;8;3,3;3;2,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A,GSPT1,sp|P15170|ERF3A_HUMAN Eukaryotic peptide chain release factor GTP-binding subunit ERF3A OS=Homo sapiens OX=9606 GN=GSPT1 PE=1 SV=1;tr|H3BR35|H3BR35_HUMAN Eukaryotic peptide chain release factor GTP-binding subunit ERF3A (Fragment) OS=Homo sapiens OX=9606 G,8,3,17.4,4.03754943657932,3.97963032888006,26.3648785890375,26.1440990000171
Q969S8;C9J8B8;Q08AP5,Q969S8;C9J8B8;Q08AP5,3;3;2,3;3;2,3;3;2,Histone deacetylase 10,HDAC10,sp|Q969S8|HDA10_HUMAN Polyamine deacetylase HDAC10 OS=Homo sapiens OX=9606 GN=HDAC10 PE=1 SV=1;tr|C9J8B8|C9J8B8_HUMAN Polyamine deacetylase HDAC10 OS=Homo sapiens OX=9606 GN=HDAC10 PE=1 SV=1;tr|Q08AP5|Q08AP5_HUMAN HDAC10 protein OS=Homo sapiens OX=9606 GN=,3,3,8.1,4.03754943657932,3.97963032888006,25.9954813099688,24.6214268056434
P42694;J3QS41;A0A075B6R3,P42694;J3QS41;A0A075B6R3,3;3;2,3;3;2,3;3;2,Probable helicase with zinc finger domain,HELZ,sp|P42694|HELZ_HUMAN Probable helicase with zinc finger domain OS=Homo sapiens OX=9606 GN=HELZ PE=1 SV=2;tr|J3QS41|J3QS41_HUMAN Probable helicase with zinc finger domain OS=Homo sapiens OX=9606 GN=HELZ PE=1 SV=1;tr|A0A075B6R3|A0A075B6R3_HUMAN Probable heli,3,3,1.9,4.03754943657932,3.97963032888006,22.6449344619095,24.0916013174969
O94992,O94992,3,3,3,Protein HEXIM1,HEXIM1,sp|O94992|HEXI1_HUMAN Protein HEXIM1 OS=Homo sapiens OX=9606 GN=HEXIM1 PE=1 SV=1,3,3,14.2,4.03754943657932,3.97963032888006,23.9575718285882,23.8949502098835
P0C0S8;A0A0U1RR32;Q9BTM1;Q16777;Q99878;Q93077;Q7L7L0;P04908;Q6FI13;Q96KK5;A0A0U1RRH7;P20671;P16104;A0A494C189;A0A3B3IS11;C9J0D1;P0C0S5;H0YFX9;Q96QV6;Q71UI9;Q8IUE6;C9J386,P0C0S8;A0A0U1RR32;Q9BTM1;Q16777;Q99878;Q93077;Q7L7L0;P04908;Q6FI13;Q96KK5;A0A0U1RRH7;P20671;P16104;A0A494C189;A0A3B3IS11;C9J0D1;P0C0S5;H0YFX9;Q96QV6;Q71UI9,3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;1;1,3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;1;1,3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;1;1,Histone H2A type 1;Histone H2A.J;Histone H2A type 2-C;Histone H2A type 1-J;Histone H2A type 1-C;Histone H2A type 3;Histone H2A type 1-B/E;Histone H2A type 2-A;Histone H2A type 1-H;Histone H2A type 1-D;Histone H2AX;Histone H2A;Histone H2A.Z;Histone H2A type 1-A;Histone H2A.V,HIST1H2AG;H2AFJ;HIST2H2AC;HIST1H2AJ;HIST1H2AC;HIST3H2A;HIST1H2AB;HIST2H2AA3;HIST1H2AH;HIST1H2AD;H2AFX;H2AFV;H2AFZ;HIST1H2AA,sp|P0C0S8|H2A1_HUMAN Histone H2A type 1 OS=Homo sapiens OX=9606 GN=H2AC11 PE=1 SV=2;tr|A0A0U1RR32|A0A0U1RR32_HUMAN Histone H2A OS=Homo sapiens OX=9606 GN=hCG_2039566 PE=3 SV=1;sp|Q9BTM1|H2AJ_HUMAN Histone H2A.J OS=Homo sapiens OX=9606 GN=H2AJ PE=1 SV=1;sp|,3,3,26.9,24.6041070594108,25.1538908911279,26.4140135382414,26.1251037859491
Q5QNW6;P57053;Q99880;Q99877;U3KQK0;O60814;P62807;P58876;Q93079;Q99879;P06899;P33778;Q8N257;P23527;Q16778;Q96A08;A0A2R8Y619,Q5QNW6;P57053;Q99880;Q99877;U3KQK0;O60814;P62807;P58876;Q93079;Q99879;P06899;P33778;Q8N257;P23527;Q16778,3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;1;1,3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;1;1,3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;1;1,Histone H2B type 2-F;Histone H2B type F-S;Histone H2B type 1-L;Histone H2B type 1-N;Histone H2B;Histone H2B type 1-K;Histone H2B type 1-C/E/F/G/I;Histone H2B type 1-D;Histone H2B type 1-H;Histone H2B type 1-M;Histone H2B type 1-J;Histone H2B type 1-B;Histone H2B type 3-B;Histone H2B type 1-O;Histone H2B type 2-E,HIST2H2BF;H2BFS;HIST1H2BL;HIST1H2BN;HIST1H2BK;HIST1H2BC;HIST1H2BD;HIST1H2BH;HIST1H2BM;HIST1H2BJ;HIST1H2BB;HIST3H2BB;HIST1H2BO;HIST2H2BE,sp|Q5QNW6|H2B2F_HUMAN Histone H2B type 2-F OS=Homo sapiens OX=9606 GN=H2BC18 PE=1 SV=3;sp|P57053|H2BFS_HUMAN Histone H2B type F-S OS=Homo sapiens OX=9606 GN=H2BS1 PE=1 SV=2;sp|Q99880|H2B1L_HUMAN Histone H2B type 1-L OS=Homo sapiens OX=9606 GN=H2BC13 PE=1 S,3,3,26.2,24.6382832097823,24.9561985293499,27.1097852314671,27.2339790197498
Q13151,Q13151,3,3,3,Heterogeneous nuclear ribonucleoprotein A0,HNRNPA0,sp|Q13151|ROA0_HUMAN Heterogeneous nuclear ribonucleoprotein A0 OS=Homo sapiens OX=9606 GN=HNRNPA0 PE=1 SV=1,3,3,12.5,4.03754943657932,3.97963032888006,24.8976298248458,25.5929761496839
Q9BW83;F5GZ09;B1AH58;H0Y6C7;B1AH56,Q9BW83;F5GZ09;B1AH58;H0Y6C7,3;3;2;2;1,3;3;2;2;1,3;3;2;2;1,Intraflagellar transport protein 27 homolog,IFT27,sp|Q9BW83|IFT27_HUMAN Intraflagellar transport protein 27 homolog OS=Homo sapiens OX=9606 GN=IFT27 PE=1 SV=1;tr|F5GZ09|F5GZ09_HUMAN Intraflagellar transport protein 27 homolog (Fragment) OS=Homo sapiens OX=9606 GN=IFT27 PE=1 SV=1;tr|B1AH58|B1AH58_HUMAN Int,3,3,17.7,4.03754943657932,3.97963032888006,24.9240197898053,23.4808680867948
Q7Z5L9,Q7Z5L9,4,3,3,Interferon regulatory factor 2-binding protein 2,IRF2BP2,sp|Q7Z5L9|I2BP2_HUMAN Interferon regulatory factor 2-binding protein 2 OS=Homo sapiens OX=9606 GN=IRF2BP2 PE=1 SV=2,4,3,12.6,4.03754943657932,3.97963032888006,25.2280626860259,24.0600269534711
Q9ULR0;D6RC18;A8MVI5,Q9ULR0;D6RC18;A8MVI5,3;2;2,3;2;2,3;2;2,Pre-mRNA-splicing factor ISY1 homolog,ISY1,sp|Q9ULR0|ISY1_HUMAN Pre-mRNA-splicing factor ISY1 homolog OS=Homo sapiens OX=9606 GN=ISY1 PE=1 SV=3;tr|D6RC18|D6RC18_HUMAN Pre-mRNA-splicing factor ISY1 homolog OS=Homo sapiens OX=9606 GN=ISY1 PE=1 SV=1;tr|A8MVI5|A8MVI5_HUMAN Pre-mRNA-splicing factor ISY1,3,3,13.3,25.9662926290508,26.4333898347451,23.8028208281794,24.1229732981769
Q9NZM3;A0A087WVF7;E7EPJ2,Q9NZM3;A0A087WVF7;E7EPJ2,3;3;2,3;3;2,3;3;2,Intersectin-2,ITSN2,sp|Q9NZM3|ITSN2_HUMAN Intersectin-2 OS=Homo sapiens OX=9606 GN=ITSN2 PE=1 SV=3;tr|A0A087WVF7|A0A087WVF7_HUMAN Intersectin-2 OS=Homo sapiens OX=9606 GN=ITSN2 PE=1 SV=1;tr|E7EPJ2|E7EPJ2_HUMAN Intersectin-2 (Fragment) OS=Homo sapiens OX=9606 GN=ITSN2 PE=1 SV=,3,3,1.8,4.03754943657932,3.97963032888006,24.7489360071628,23.9977438882582
P05412,P05412,3,3,3,Transcription factor AP-1,JUN,sp|P05412|JUN_HUMAN Transcription factor AP-1 OS=Homo sapiens OX=9606 GN=JUN PE=1 SV=2,3,3,13.0,4.03754943657932,3.97963032888006,26.4709910747802,26.3241951079219
A0A0A0MRV7,A0A0A0MRV7,3,3,3,,KIAA0226L,tr|A0A0A0MRV7|A0A0A0MRV7_HUMAN Protein-associated with UVRAG as autophagy enhancer OS=Homo sapiens OX=9606 GN=RUBCNL PE=1 SV=1,3,3,5.4,22.2066948428925,22.2920157026445,25.1114918150808,24.0637340948023
O00139,O00139,3,3,3,Kinesin-like protein KIF2A,KIF2A,sp|O00139|KIF2A_HUMAN Kinesin-like protein KIF2A OS=Homo sapiens OX=9606 GN=KIF2A PE=1 SV=3,3,3,4.0,4.03754943657932,3.97963032888006,25.5009077522746,23.6263373527993
Q9GZY6;C9JA24;C9JDY7;F8W947;C9JXP0,Q9GZY6;C9JA24,3;2;1;1;1,3;2;1;1;1,3;2;1;1;1,Linker for activation of T-cells family member 2,LAT2,sp|Q9GZY6|NTAL_HUMAN Linker for activation of T-cells family member 2 OS=Homo sapiens OX=9606 GN=LAT2 PE=1 SV=1;tr|C9JA24|C9JA24_HUMAN Linker for activation of T-cells family member 2 (Fragment) OS=Homo sapiens OX=9606 GN=LAT2 PE=1 SV=1,3,3,19.8,4.03754943657932,3.97963032888006,24.7448880242464,25.5072136981477
Q96AG4,Q96AG4,3,3,3,Leucine-rich repeat-containing protein 59,LRRC59,sp|Q96AG4|LRC59_HUMAN Leucine-rich repeat-containing protein 59 OS=Homo sapiens OX=9606 GN=LRRC59 PE=1 SV=1,3,3,12.1,4.03754943657932,3.97963032888006,24.7270238413683,24.510628004985
Q9BX40;Q5TBQ0;A0A0C4DFV2;Q5TBQ1,Q9BX40;Q5TBQ0,6;4;2;2,6;4;2;2,3;2;2;2,Protein LSM14 homolog B,LSM14B,sp|Q9BX40|LS14B_HUMAN Protein LSM14 homolog B OS=Homo sapiens OX=9606 GN=LSM14B PE=1 SV=1;tr|Q5TBQ0|Q5TBQ0_HUMAN Protein LSM14 homolog B (Fragment) OS=Homo sapiens OX=9606 GN=LSM14B PE=1 SV=1,6,3,21.8,4.03754943657932,3.97963032888006,27.1733134342643,27.0883089905073
A0A0A0MRB5;Q8WXG6;C9J6B0,A0A0A0MRB5;Q8WXG6;C9J6B0,3;2;2,3;2;2,3;2;2,MAP kinase-activating death domain protein,MADD,tr|A0A0A0MRB5|A0A0A0MRB5_HUMAN MAP kinase-activating death domain protein OS=Homo sapiens OX=9606 GN=MADD PE=1 SV=1;sp|Q8WXG6|MADD_HUMAN MAP kinase-activating death domain protein OS=Homo sapiens OX=9606 GN=MADD PE=1 SV=2;tr|C9J6B0|C9J6B0_HUMAN MAP kinase-,3,3,1.8,4.03754943657932,3.97963032888006,24.7391295759534,23.4189262846357
O60318,O60318,3,3,3,Germinal-center associated nuclear protein,MCM3AP,sp|O60318|GANP_HUMAN Germinal-center associated nuclear protein OS=Homo sapiens OX=9606 GN=MCM3AP PE=1 SV=2,3,3,2.3,26.0162776629865,26.7564636835306,23.6154895501335,21.0678912230734
Q14566,Q14566,3,3,3,DNA replication licensing factor MCM6,MCM6,sp|Q14566|MCM6_HUMAN DNA replication licensing factor MCM6 OS=Homo sapiens OX=9606 GN=MCM6 PE=1 SV=1,3,3,4.5,4.03754943657932,3.97963032888006,25.1786985835474,24.5108090698971
Q9HCE5;D6RBL4,Q9HCE5;D6RBL4,3;2,3;2,3;2,N6-adenosine-methyltransferase subunit METTL14,METTL14,sp|Q9HCE5|MET14_HUMAN N6-adenosine-methyltransferase non-catalytic subunit OS=Homo sapiens OX=9606 GN=METTL14 PE=1 SV=2;tr|D6RBL4|D6RBL4_HUMAN N6-adenosine-methyltransferase non-catalytic subunit (Fragment) OS=Homo sapiens OX=9606 GN=METTL14 PE=1 SV=2,3,3,9.4,4.03754943657932,3.97963032888006,26.1991043673929,25.7931518011319
Q9NYP9,Q9NYP9,3,3,3,Protein Mis18-alpha,MIS18A,sp|Q9NYP9|MS18A_HUMAN Protein Mis18-alpha OS=Homo sapiens OX=9606 GN=MIS18A PE=1 SV=1,3,3,24.5,4.03754943657932,3.97963032888006,25.52644550959,24.5980979472482
Q14764;H3BPZ2;H3BNF2;H3BUP3;H3BQE7;H3BP76;H3BUK7;H3BNF6;H3BRL2;H3BQK6,Q14764,3;1;1;1;1;1;1;1;1;1,3;1;1;1;1;1;1;1;1;1,3;1;1;1;1;1;1;1;1;1,Major vault protein,MVP,sp|Q14764|MVP_HUMAN Major vault protein OS=Homo sapiens OX=9606 GN=MVP PE=1 SV=4,3,3,3.8,4.03754943657932,3.97963032888006,25.232570825357,25.2172666952823
Q7Z406;M0QY43;A1L2Z2,Q7Z406;M0QY43,11;6;3,3;2;1,3;2;1,Myosin-14,MYH14,sp|Q7Z406|MYH14_HUMAN Myosin-14 OS=Homo sapiens OX=9606 GN=MYH14 PE=1 SV=2;tr|M0QY43|M0QY43_HUMAN Myosin-14 (Fragment) OS=Homo sapiens OX=9606 GN=MYH14 PE=1 SV=8,11,3,4.8,23.6691471786263,23.5802424989286,28.6531804732085,29.1108805585342
E9PAV3;F8VZJ2;F8W0W4;H0YHX9;Q13765;F8W1N5;F8VNW4;Q9BZK3;F8VZ58,E9PAV3;F8VZJ2;F8W0W4;H0YHX9;Q13765;F8W1N5;F8VNW4,3;3;3;3;3;2;2;1;1,3;3;3;3;3;2;2;1;1,3;3;3;3;3;2;2;1;1,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form;Nascent polypeptide-associated complex subunit alpha",NACA,"sp|E9PAV3|NACAM_HUMAN Nascent polypeptide-associated complex subunit alpha, muscle-specific form OS=Homo sapiens OX=9606 GN=NACA PE=1 SV=1;tr|F8VZJ2|F8VZJ2_HUMAN Nascent polypeptide-associated complex subunit alpha OS=Homo sapiens OX=9606 GN=NACA PE=1 SV=1",3,3,1.9,24.3060516736456,25.1813931179404,27.5089218616108,27.337475861926
Q9UGV2;F8WBF9;Q5TH30,Q9UGV2;F8WBF9;Q5TH30,3;3;3,3;3;3,3;3;3,Protein NDRG3,NDRG3,"sp|Q9UGV2|NDRG3_HUMAN Protein NDRG3 OS=Homo sapiens OX=9606 GN=NDRG3 PE=1 SV=2;tr|F8WBF9|F8WBF9_HUMAN Protein NDRG3 OS=Homo sapiens OX=9606 GN=NDRG3 PE=1 SV=1;tr|Q5TH30|Q5TH30_HUMAN NDRG family member 3, isoform CRA_c OS=Homo sapiens OX=9606 GN=NDRG3 PE=1",3,3,11.2,4.03754943657932,3.97963032888006,25.532581604615,25.4746932141561
Q8NC96;F5GYH1;A0A1W2PRM0;A0A1W2PRL5;A0A1W2PR09;A0A1W2PR27;A0A1W2PPF5;A0A1W2PRQ7,Q8NC96;F5GYH1;A0A1W2PRM0;A0A1W2PRL5;A0A1W2PR09,3;3;3;3;3;1;1;1,3;3;3;3;3;1;1;1,3;3;3;3;3;1;1;1,Adaptin ear-binding coat-associated protein 1,NECAP1,sp|Q8NC96|NECP1_HUMAN Adaptin ear-binding coat-associated protein 1 OS=Homo sapiens OX=9606 GN=NECAP1 PE=1 SV=2;tr|F5GYH1|F5GYH1_HUMAN Adaptin ear-binding coat-associated protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=NECAP1 PE=1 SV=2;tr|A0A1W2PRM0|A0A1W2,3,3,12.7,4.03754943657932,3.97963032888006,25.3242637913326,23.5736924854777
P21359;J3KSB5;H0Y465;J3KRT8;J3QQN8,P21359;J3KSB5;H0Y465,3;3;3;1;1,3;3;3;1;1,3;3;3;1;1,Neurofibromin;Neurofibromin truncated,NF1,sp|P21359|NF1_HUMAN Neurofibromin OS=Homo sapiens OX=9606 GN=NF1 PE=1 SV=2;tr|J3KSB5|J3KSB5_HUMAN Neurofibromin (Fragment) OS=Homo sapiens OX=9606 GN=NF1 PE=1 SV=1;tr|H0Y465|H0Y465_HUMAN Neurofibromin (Fragment) OS=Homo sapiens OX=9606 GN=NF1 PE=1 SV=1,3,3,1.6,4.03754943657932,3.97963032888006,24.3251220581853,22.959377277431
