ID,Intensity_L_5_Pulse_SILAC_DCAF9_24H_N1,Intensity_L_5_Pulse_SILAC_DCAF9_24H_N2,Intensity_L_5_Pulse_SILAC_DCAF9_24H_N3,Intensity_L_5_Pulse_SILAC_DCAF9_24H_N4,Intensity_L__Pulse_SILAC_BirA_JR_24H_N1,Intensity_L_5_Pulse_SILAC_BirA_JR_24H_N2,Intensity_L_5_Pulse_SILAC_BirA_JR_24H_N3,Intensity_L_5_Pulse_SILAC_BirA_JR_24H_N4
protein_785,28.8071142251881,28.8104557581769,28.0465435670659,28.804559780813,28.6203885211078,29.0028168320681,28.4890060943518,28.7257085451369
protein_789,30.0451861846109,31.3084956394478,31.1086438457816,30.8320092436844,31.0486357309408,31.1994222109553,30.2724747912918,30.5319979737839
protein_798,26.4833064252334,27.0562898160228,26.0281509344333,26.7151470725705,25.9868662299933,26.5693420845326,25.8633752119382,25.1366481057551
protein_801,29.2355410518287,29.5402147955614,29.3389451457128,29.6001489907583,29.5745805251545,29.650789130315,29.6265903757519,29.0571850367259
protein_805,24.9976287855766,26.0592913488081,25.7480502500766,24.4207230859776,24.5681099614634,24.5414995089039,25.0447416703817,24.9831125291137
protein_807,26.2070232401789,26.2512020597412,26.094804657001,26.4324278620026,25.0762793586205,26.0341896212016,25.223524850739,26.2913158422322
protein_809,26.7898021548303,27.8112414684845,26.9848397149276,27.0049258069704,27.6674702891465,26.9490624847526,27.3513426571167,27.6658243946212
protein_811,26.3861701070879,25.9559914144118,25.4818391582801,26.9074845884686,27.3689482837665,27.3158630060697,26.9815223463083,27.7222659673601
protein_812,28.1866203863353,28.4059807440656,29.1515109335768,28.4346132807784,28.7539789405756,28.0503072118119,28.7993987513685,28.7252318462756
protein_813,28.2645757254896,27.4648883031197,27.647047811583,27.5385550254055,27.7171893789258,26.7080633887282,27.3679906933904,26.3506761354085
protein_815,30.5039269589852,30.5705094564452,31.3240423842095,31.3246708274038,31.0309804243748,31.0980603432603,30.8441871945071,31.367677447125
protein_818,28.2585564117825,28.81370059349,27.9695199371053,28.3607639216274,27.6856386323404,28.3544735764151,28.7345876805236,28.2084141274442
protein_820,24.3373681565804,25.0388998110476,25.351587431081,25.783129049303,24.7230446321529,25.3202801741293,25.5519308498757,24.9031031641342
protein_823,25.728812756621,26.0255648914365,26.6215462857452,25.7583645545478,25.4313346881826,25.3546006903925,25.5299704842421,25.1590474333316
protein_824,26.0491168625854,24.4802781144181,24.7392912896646,26.0638296290527,23.4620974159538,23.7830047041319,25.9547039753305,26.0218040673904
protein_825,28.0961751986404,27.1371063317968,27.3490151135574,27.7901365699746,28.0603567392885,28.3906563757323,28.5874911476774,27.2041198080918
protein_826,32.1436077430631,32.5945326856517,32.8430177490862,32.4519126513238,32.2170235413144,32.5437597484838,32.2215675960753,32.5495581114402
protein_834,28.0428593009483,27.0718650054505,27.357847122381,27.341110257508,27.5161920256503,27.6431268125487,27.1856139509018,27.0273610332686
protein_836,30.1380610095591,30.7144617494526,31.1655934539183,30.7453704438068,30.3051240027038,30.4505779291422,29.7518183933356,30.7439090850757
protein_838,26.5296842788194,25.709879295219,25.6951272326795,24.938541918311,26.0343108950198,26.3234772411876,26.8601185626075,26.9955244979372
protein_840,31.4879876352259,31.7838840900039,31.9241798145319,31.6751943296651,31.401007746697,31.0157590825155,31.2448145636968,31.6352861361641
protein_841,24.8258332078102,24.5454940270542,24.7983285110108,25.2949159666499,23.4319899994369,23.4932511321506,25.0221643308057,25.0286420742807
protein_842,25.8258673088358,24.2423547265643,24.1161171485934,23.7194074754063,25.7028625475931,25.3747370330466,25.3748272707871,25.2743041670937
protein_843,27.0598849223612,26.5881471663303,26.4609809124009,25.8807530372559,27.0805359879886,27.3053022354152,27.5005087836407,25.900982191391
protein_848,24.7673742464671,24.8738947722097,24.8157348450556,24.8757131568119,24.4047795411661,24.1147666759927,24.3090970043368,24.6921693627688
protein_851,27.5579824699881,27.867925698002,27.7673229180667,27.7475379642777,27.6083908486592,27.8587432685386,27.62025062763,26.0480709798259
protein_852,29.3938677278577,30.6994034876546,30.5954747891069,30.1793629665743,30.390478502473,30.6896878605607,29.7375568829772,30.2230549971507
protein_856,28.9862009568979,28.8088305996167,28.7202649582853,28.444349823595,28.5862806667876,29.1813249250254,28.8832174393466,28.2494377525948
protein_859,24.2899508046383,22.8096025160726,23.9679736937561,23.5206625253349,23.9283280175815,23.9848288285227,24.2098488290513,24.4087084466766
protein_861,24.4310007450548,24.5029685494434,24.6034078615828,24.5212474740277,25.0934618739093,24.7895238173566,25.4377419538234,25.1099781182525
protein_862,29.0736458487104,28.6031784159189,28.450664339452,28.7215244038424,29.2212382859417,28.0692933323846,29.2829651704862,28.7653647997858
protein_863,26.0689173768041,25.7994423238111,26.3716832407481,25.5164727772583,25.7736912834028,25.9064468682473,26.3572594803693,26.0741463120021
protein_864,4.69036942081416,4.71041722824843,4.74197348520351,4.70063224572068,24.5421694654652,24.6153503218432,24.6312397700141,24.7267091003377
protein_865,25.9141743949073,26.1009784795571,26.2000159834057,26.1101229968917,25.4087733988896,25.7363892506871,26.0059320912126,26.5982755000514
protein_868,27.3724026645376,27.0181614728482,27.4182020687556,27.3374266363069,26.9410612042551,26.7201849888995,27.224122717443,27.5015220092188
protein_872,26.6038471046092,26.2587549055111,26.6928927228211,26.6514647628873,25.6250267302157,26.1519316461883,26.7534217305839,26.3167250191106
protein_873,30.2371445809933,31.2736691420471,31.2914480319927,31.284220119686,30.2098605929448,31.3176188392677,31.1318195661567,30.4871140229885
protein_876,24.0324432165015,24.8200467708003,25.3174319380799,24.2264132066092,24.7277760502997,23.7883286355352,25.3520331194874,25.1076806764097
protein_877,27.8744188083397,28.2284243952158,27.9696517924307,27.3430042162877,28.1332719759937,27.7479460073959,27.9328043399511,27.85275360342
protein_880,24.6359699565953,23.4356033646887,25.3140296474302,24.9733676843381,25.429645465334,24.9896274371843,25.5719748592464,25.9151430809109
protein_881,26.7310177236086,25.4364075607204,26.3018067036714,27.036111397294,27.4693047761895,28.0957920509932,27.2818033325923,26.3288065904982
protein_882,23.7156037381521,26.2020099319728,27.1230570807913,26.6845625622854,24.1427740689527,21.5240430977568,24.5211938159801,26.8683189483838
protein_886,25.211702438916,25.220654336747,24.9556076302501,24.8511232856287,25.2002067014376,24.5671756430043,24.8910866105667,25.4616701642668
protein_887,25.1795324332551,24.518344508519,24.9308996652587,24.3183452333948,24.5000304398975,24.4318694863899,25.8377092507793,25.6600354861513
protein_890,27.5653030822164,28.4729215536654,27.7399562436845,28.5381660801876,29.0635514253047,27.7844263412891,27.5988963465081,28.8140182399251
protein_892,27.0212442423299,27.344970317672,27.4266985645784,27.6069104925237,27.1711748208692,27.0310678947385,26.9262583274461,27.0589425910409
protein_896,24.5158845184928,26.6145540292123,25.422042284948,25.8364883322193,24.3377686850428,24.7130175750899,24.1692084872366,26.2109067710808
protein_899,25.0706978665456,23.8733170329952,25.2268731334584,23.7953211411274,23.7194595525506,23.4382055425539,23.4821673138231,24.7897598384221
protein_901,25.5988468378612,25.7077654559531,25.9068082096257,26.1180301969004,26.0235898722802,24.7545911117484,26.3042584474005,26.9392075041199
protein_907,26.0383266901405,25.9191468061011,26.2320707702844,25.7447427280801,25.3234731485805,24.8037454849662,26.5020942597595,25.5316046614236
protein_908,25.3588325648351,24.1895530476319,24.176035864706,23.6371277383576,23.2320770966366,23.9534117567875,25.0529376363148,24.9800125975267
protein_911,30.6952060218681,30.7235331387266,30.2539920646443,30.6570057021148,30.9533544804465,30.9106612756723,30.697050202658,29.9143457288476
protein_914,24.1983568017489,24.4511081093992,24.4914364721625,24.5416046084433,23.961839920691,23.941854306354,24.721394647383,24.5531597485964
protein_915,24.8407603460556,24.7876097619605,25.5087295068512,24.8604870092156,25.4322942050344,25.5782316196152,24.9442709510118,25.6896862621715
protein_918,28.0125067194512,26.7896098704449,26.7243654383753,27.335413417069,27.7445170101422,28.0596939193002,27.8672899152585,28.4147350616519
protein_919,28.2346101876123,28.9238235449228,28.7696420593516,29.036111397294,28.3430123053652,28.6004142168543,27.6141815890608,28.8452209100389
protein_920,24.4166719052048,24.3226314427542,24.3237001595881,24.2806177670394,24.1602892662696,24.9761169771918,24.5347520394733,25.4684894246094
protein_921,26.2816455389522,26.3905723287075,26.3554478369559,26.2593732070962,26.543905583633,26.2981666935445,26.2132656681735,26.564457435705
protein_923,32.1713614870267,32.7468210037948,32.8816315742173,32.6516782699097,32.4701846518577,32.1205492493172,32.0421072804967,32.6382055416997
protein_924,28.8621880337175,28.1455377120887,28.4178928632215,28.5102794573941,29.0077963765065,29.0952775577218,28.8632290033425,27.7875175634959
protein_925,25.5858369458014,28.623957715488,29.5912390527631,27.4296416234094,27.5843657358999,27.5594506097307,25.6302949795148,27.6261777350484
protein_926,27.3792156706718,27.2888069137096,27.3949632377609,27.4736290060748,27.4970525901894,27.5869521540985,27.9123259309171,27.4929064976087
protein_928,26.3252370274388,26.2867444687743,26.3615899416587,26.8087983148791,27.0585350611516,27.3241341331102,26.6142901889359,26.3925876376656
protein_929,26.5755304939167,24.8618104790789,26.0980130195128,26.425546783748,24.9544880542289,24.9191822584732,26.4659626001203,26.2813442773192
protein_930,24.1550948997954,24.8427545100254,24.424891711583,24.7472014756369,24.7561312461768,24.4757584044653,25.3558052814541,24.6691280126653
protein_931,24.8295114691137,25.3226314427542,23.0619962681321,25.0362628710133,24.7701096932015,24.8566963385006,24.434301346685,22.597317213073
protein_933,27.0217653261717,27.1295664469355,27.0902700568395,27.0240790724984,26.6553382795916,26.7381785405317,26.7920489785371,27.3125422679777
protein_934,27.9961976718378,28.213048328976,27.6783802454711,28.1578152712061,28.1648272721098,28.5132094889593,27.293922314534,26.9263488590011
protein_935,31.9859530105248,32.2075183395279,32.4360545544277,32.1979798438653,31.8569027395324,31.9012542679925,31.6305889508183,32.3210342676063
protein_936,29.6806663844143,29.5307688084353,29.4489156466198,30.210040236875,29.7476677018481,29.8783264801706,29.0213578607628,30.0680206643465
protein_938,29.2050090002219,29.9820854988475,30.1515109335768,30.0945477587352,29.9491089153715,29.5444195135084,29.104576241935,29.7202853219767
protein_939,26.084678428831,26.9600214764249,25.7064380604042,24.8730632388606,25.2365432162242,27.203039500876,26.2046362233986,25.9064710257604
protein_940,30.0065957569616,30.3816779515782,30.5648402367185,30.50695418741,30.1922311534301,30.0343156568487,30.1480382694523,30.5788294644185
protein_941,27.5513980983923,27.0971006798694,27.2842727843498,27.6239632791592,26.8838233604107,27.2133013570869,26.8093223982066,27.3821887978816
protein_942,27.1264619605671,27.6535833693561,27.8198006318363,27.4491159850601,27.0884714113596,27.4461989570409,27.1491255538028,27.8752106208159
protein_944,29.7158245757229,30.5753739616012,30.9340114014433,30.0568446252253,30.2037481755859,30.789993872188,30.0625724490141,29.7933603858979
protein_947,28.9852661673222,28.7747558737634,28.3609266012354,28.1590805712705,28.4874234021244,28.7132041928234,28.5904751204053,27.9936596379525
protein_948,26.6317161461246,26.8452116953149,27.233696688932,26.6553613446168,25.9021241771537,27.7587782517243,26.2844673378281,26.6901050618379
protein_951,29.1064936649221,29.7805714173066,29.6750122445906,29.7458336829214,28.7713967237924,29.3026499192258,28.4292114266863,28.5522001908351
protein_953,26.8858313602803,26.3193065472936,27.1016310551204,27.3808043294084,26.3774093978557,26.5782060060824,26.150339344489,27.2217037975221
protein_956,28.5654817931464,28.7211382538267,28.7275345339194,28.6840001149237,28.4652225495559,28.5279377951841,28.2079502808799,28.3334251662504
protein_961,27.9876496373979,27.9783825465503,28.2938459147325,27.9111688670574,28.6133628838071,27.6193637310541,27.8377836615714,28.1741453966698
protein_963,27.3382649274529,27.0195944365517,26.9493632271166,27.4648563159935,26.9097252238535,26.3709273697114,26.3746734188728,26.7946754174509
protein_965,30.7048569696768,31.8781354705211,31.7232984010055,31.6232529362113,26.3786253628802,27.3011182619022,31.0894317124607,31.8505541230672
protein_966,28.4433838946872,27.2862773748077,27.5601063371199,28.0332852181883,28.0813605930609,27.7037849131672,28.3762432198827,28.1632264610986
protein_968,29.5391268192589,30.1583566064424,30.3606752562565,30.3866761562545,29.6087946256115,29.7851477304432,29.5451966411741,29.9032205700998
protein_976,25.5687610352123,23.0813454476431,25.9057611610961,25.3216033127841,26.0716782029373,25.8250991617621,25.9725026225983,24.8027277379165
protein_980,26.7334738398489,26.3948837313631,26.4563588731534,26.4935458382242,27.1006761316193,26.473171202409,25.6019882834691,26.1053798269739
protein_982,26.4958989420328,24.9363812949249,26.9257166004468,25.010740585006,26.5735811066329,26.7952645765482,24.9195242886761,24.4706686981018
protein_983,25.3531887744039,24.5739209612416,25.7495868303059,23.8594911026848,26.0739806150738,25.9243791359275,26.0376492287561,25.5967872034755
protein_984,26.8009474190972,23.5643881141239,27.3275292030101,26.93668393411,27.5945947566367,27.6377296560779,26.8594773444448,25.741304741266
protein_985,26.2240721103033,26.2427222213482,23.2368466314615,25.6574400013513,26.9570062719677,26.8886907132565,26.8780483850977,24.6796827817806
protein_986,27.3668469703298,26.7769669339777,26.9002654889585,27.2101470573941,27.3668013565864,27.3120946701761,27.8233414006025,27.9820205876588
protein_987,27.9979768842731,27.9874947264952,27.0624315359106,27.6235050334224,27.747087023619,28.2529121821944,27.5133187854554,27.6198169256283
protein_988,25.985025694928,25.0888299040687,25.8670992684908,25.5132706084807,25.8204137253816,24.9354299923382,25.5308452215809,25.8605758714568
protein_990,24.6852128592241,24.9974520949902,25.0754288764395,24.153835000673,26.1554697932146,25.5836769642043,25.291493066063,24.9472184630546
protein_991,26.2876004327763,26.216199961921,25.2281081665883,26.5925036439984,26.2972918600342,26.4682039995802,25.828602216257,23.9307265813508
protein_995,24.7586475595698,25.3335816311995,25.4986125675136,25.4030606777043,25.2108849430286,25.4299405218731,25.1960129001841,24.7811367238095
protein_996,30.1439710696436,29.822378602127,30.0199868583874,29.8603275547885,30.3373586041448,30.210928587705,30.8480018625162,30.0996273610571
protein_1002,28.2722602475882,27.688098422497,27.3282080747721,27.2242388353748,29.1335760040638,28.3446821276083,29.2561076819514,28.8334527325667
protein_1003,25.704629810475,23.4891248421449,23.9632773202807,24.0510461200986,25.2640449865207,24.246640633936,21.8709468050582,24.6817058820448
protein_1004,27.7031175951452,28.1196376545373,28.3240681671091,27.6473232241044,27.8917534755456,27.9461875031321,28.1423636127873,28.5483555648666
protein_1005,26.6740991116673,26.1551584192868,26.175258587501,26.4032315422797,26.8052028489308,26.594379743926,27.0002589088899,25.3221931633482
protein_1006,25.4159471831823,25.9891436374631,25.8839316052596,25.5480322574123,25.9593512421289,25.3434921268806,25.2066543822581,25.146325315313
protein_1008,26.0045597872608,24.1987241108033,24.6689834171021,24.1959655902739,24.3822828660355,23.8250559912117,25.4868487309163,23.0621946339918
protein_1009,24.6009606186909,23.9861705285252,24.0377312816111,23.6881956062605,24.1683469899067,23.8615451712532,25.9312534389298,23.788717353341
protein_1010,24.7389712790763,24.2580788966618,24.0995266560633,23.6438387352422,25.7250821618719,25.4308769591233,25.6026452883263,24.4171656603863
protein_1011,29.4850889642156,28.2660479143879,28.7841840361303,28.6052869066727,29.3961816338262,29.3047218530809,29.4240941931346,28.5185609008124
protein_1012,27.3586204367277,27.6390236148656,27.8655128930111,27.7471173412126,27.3166015152758,27.3868227686152,27.6680097952362,27.3718710935271
protein_1013,30.1006743888271,29.6926822519308,29.9017588477065,29.7967972895588,30.4084680580157,30.2742551565017,30.4015710140536,30.4587195862767
protein_1014,26.018277925947,25.201282128477,24.0630050974092,24.1282219319607,23.8356958955048,25.8725524822114,25.6917107387756,26.0111395704218
protein_1015,25.114939852812,24.7477146468904,24.404795313989,25.6160979566756,26.5017852171802,26.2006622582259,25.2846857046565,23.497970356251
protein_1016,29.8627698410038,29.3208890350295,29.4542496144352,29.5053384185113,29.8391242334577,29.9621748475707,29.1053104772326,28.6639423480269
protein_1017,29.4461040762304,29.9379217720055,30.0853926843539,29.8170779079734,29.8505504493352,29.9135190416266,29.4448673556056,29.5600116011742
protein_1020,25.355552879875,26.0890372523874,26.3256142984766,24.9743455292291,25.5518509336475,25.5384748520428,26.4381346441163,24.8994859951387
protein_1021,28.5234160719572,28.5430239603419,28.7398789391947,27.8878526877938,28.645893166358,29.0701131748924,28.5235895989598,27.8667143765855
protein_1023,26.0226135457904,25.4207870870291,26.7841540483931,26.4185482055562,24.9891011702592,25.0864129407542,25.5507056888879,25.2745836053499
protein_1024,27.7598171470784,27.5432762018044,27.0749141665496,27.3977323754547,27.4709344380439,27.4133388502244,27.2220576041219,26.7082750900595
protein_1025,26.7845480244431,26.143525990578,26.2665336730274,26.2055986651052,26.9724633033942,26.607239646795,26.7175783922417,26.4947775628422
protein_1027,29.764672835825,30.3599868877725,30.3113530083799,30.3257275662558,30.359521801623,30.2673214903672,30.0903591296692,30.8223361767084
protein_1028,27.7545420415847,28.1289951624088,28.2818960908964,28.0325260321278,27.1722679787475,27.6203591222387,27.0772025428297,27.1140827940911
protein_1030,26.908872135197,27.2500038023949,24.8594914772403,27.4732221546787,27.0249419291654,26.4359175899582,27.298795602909,25.3565450919629
protein_1032,25.6100583140793,25.1952217244793,24.2501598575308,25.0140448316092,25.1110503383035,25.3675226557968,25.7325431159075,24.6880937137671
protein_1034,28.0654555994001,26.411642477513,26.731443371596,27.5557577826389,28.6278118117302,28.6594403179167,28.4221879877792,26.6596363767257
protein_1037,25.2453905840921,26.225283662418,26.7419492688117,26.4958710203867,25.8643026599305,25.796696204125,24.286540489431,27.0334248706508
protein_1040,27.2982085323423,27.0437395459283,26.8996289590382,27.4234423489195,27.1970951698435,27.6230929121092,27.3739039130989,27.2574666519942
protein_1041,26.1382498203987,27.1039740565563,26.2476392582701,25.3051931190031,26.2572099514866,26.0066094129764,25.5128528363061,25.3779146042333
protein_1042,27.9202160580716,27.9835965517279,28.4546264940196,27.8222785445929,27.9855298208177,27.9119447953109,27.8144832563202,28.1275962667444
protein_1044,29.5803897618579,29.5604194447276,29.134322565493,29.1122933089252,29.6524524809491,29.6801281877966,29.4977300008878,28.6964419972693
protein_1045,26.7644059748246,26.2529370203615,26.8191714869505,26.7459726256558,26.9533014879199,26.4844219482859,26.4878211291592,26.6729750508564
protein_1046,24.1314508099787,24.5892469771026,25.246856107048,24.6722421695479,24.5590949038481,24.3224225333524,24.2592987712187,24.9513237904359
protein_1047,26.8960179126191,26.7989142625471,27.2011394552341,26.5425550707474,25.1592605018715,24.7677677368264,26.5633382917126,26.6763609981354
protein_1049,26.8252874817492,27.2073611648918,25.25933579596,27.2695777812063,25.0702324404147,26.9453933954798,27.2884881726381,27.641272468752
protein_1050,28.1969402793148,28.5402463896144,27.9092025420535,28.2516009583758,28.8110631829329,28.6670167066456,28.6716149019676,28.1127296656393
protein_1051,26.1926823478971,27.0343668335742,27.1823300770748,26.5083348567365,26.0220344493367,25.9639403322384,26.4865165423261,26.6980392433801
protein_1053,25.4013757619879,25.7149936495601,25.6309475992681,26.3359729264965,25.5919421803245,25.4380926423668,24.9476880662895,24.6606054510137
protein_1054,24.922091424229,25.0061888311821,25.3298114120204,25.1322476281724,24.8268838966719,24.8258760108516,26.2185615436092,24.6164570595269
protein_1055,29.6984689845793,29.6553347089969,29.4175062630876,29.3149549106778,29.2151960833675,29.2672023365102,28.88360043081,29.1574330031272
protein_1057,27.0671154042973,25.3438123170151,25.0661852122188,26.7251767225117,24.177449197014,24.6903266470084,25.9527642573898,25.1214920492953
protein_1058,27.7367421705823,27.9340554675337,27.3139673356163,28.0292085370393,27.6560547583282,27.5886696105348,28.5237919587258,28.3399785255097
protein_1059,27.0070281716037,26.4940969622723,25.9901790327102,27.3750446262916,26.9585911288127,27.2447861144161,27.5086525081089,25.3018036821694
protein_1060,24.2255462670788,23.6047599764739,23.6229352443052,24.0088891415448,22.9534405690801,22.9660012527397,22.5890988391116,25.29205174219
protein_1063,26.9753276664386,26.9425524828242,27.8991306092139,27.2984570014719,26.708675663098,27.8934848376474,27.1856870339059,26.399928306809
protein_1064,27.4543167049448,26.8967771708488,25.4698079654913,26.9599417910157,26.2644380006467,27.3527901296128,27.9809750017269,26.3813937531533
protein_1065,26.8421603086176,26.7469921115506,26.9750475110738,26.965173809988,27.1147698982289,27.4436706231511,27.1421376680126,26.1262248100074
protein_1066,27.8260974696781,28.1382923671895,28.4180861244463,28.2890102701741,28.2875980885367,27.8088080192279,27.9149733214038,26.6824076843843
protein_1067,25.9357595898014,25.0756367593397,25.9034439327224,24.9049678606107,25.7129888808739,25.8227877211974,26.0047064504406,24.2559587396114
protein_1070,23.574414602749,24.5960714696811,25.1393716803816,24.340017315116,24.181436046794,24.6712087056647,23.5698037602048,24.520501057828
protein_1071,26.750011538083,27.9710886359407,27.25933579596,27.3506660359367,26.6068419892699,27.51310900757,26.9264332737922,26.1564634771203
protein_1075,28.2081028936337,27.0943490196019,28.220172323586,28.1940040739407,27.7704947199028,27.6761698463891,27.8894004436168,28.0083435405515
protein_1077,23.8278778439813,24.1256806125663,24.270921146994,24.1920151632687,24.9475242431241,23.996773881199,24.5903978360297,25.0014983989818
protein_1079,27.429116393757,27.5525782670552,27.1172126433204,27.5812777055943,27.5746149755166,28.4834649366151,27.5708001855154,26.512330069982
protein_1080,29.0101077248583,28.5950498515285,29.2698999987855,28.5141904770063,29.6016107311236,28.9977269439143,29.070984573145,28.9204118339932
protein_1081,26.6982361603973,25.7820297876181,24.393344236472,26.2527036869962,26.1289337729442,26.8323550138602,25.9667812391029,26.303079714328
protein_1084,25.1525108853084,25.1780156769937,25.4552669634491,24.9816297107317,25.7673633996099,24.9805861735068,24.98451643286,25.2037678883337
protein_1085,26.5891556838965,26.5030463570159,27.2268510696841,26.728623820249,25.9385149753887,24.2016601797161,25.9829865245014,24.7646359483937
protein_1086,27.5552597730357,27.9026479593872,28.2838062427559,28.2738474106573,28.1919841531346,28.2530726331806,28.0279560145262,27.7334159751082
protein_1087,26.0506350741885,26.0684255439212,26.0845649902997,25.9849441506103,25.6709934187395,25.8756612228639,25.9610029172477,25.2338384265599
protein_1088,29.5691023007691,29.6761003536011,29.9164028317001,29.7736897484668,30.0299757620494,29.6705197637972,30.0078223387581,30.0413246578959
protein_1089,26.5118840557922,25.3399262283591,25.4059182888124,25.8140448941063,26.4709640512267,25.9604071997602,24.8667886234442,25.988663512098
protein_1090,23.0943361989767,23.6811648819675,24.0960902628739,24.0488635250668,23.2778998704528,22.9623161658776,23.88177016566,23.0516996151415
protein_1091,25.16639621744,25.0859931529605,25.2193063990333,24.8558751674972,25.9213014878587,24.4255624264822,25.2229837101474,25.9435698581273
protein_1092,27.303116080372,26.5653273477112,27.6203206106625,26.5809001108683,27.3468498534114,26.6611945752949,26.9702812782515,27.5032707306946
protein_1093,28.8078481575047,28.83909168671,28.8098190828598,28.7207962566973,28.6591445645903,28.5207923531065,28.5121827706457,28.2776242556369
protein_1094,27.0265949950222,25.1058708894971,26.3844795309736,26.1390092090243,24.5755103963055,24.5591521662921,26.2319291438144,23.9294028343335
protein_1095,25.6867157841103,23.9597607145973,26.2207263752234,26.02168834082,25.5174828996607,25.4451881551337,24.875187295226,25.6851834737343
protein_1097,27.1919549330604,27.6606922651564,27.5813674360308,27.3428928757481,27.3089185791008,27.2595559472794,27.4240787056808,27.8768057760311
protein_1099,25.9478587548526,26.4242972956729,26.1954682291638,26.6612669231955,26.7750590740183,26.6912281256051,26.7348624010883,26.5654469228539
protein_1100,31.3816317900898,31.8785728496485,32.0077754561153,31.6715970675962,31.5239378417945,31.4489592581662,31.3194003116119,31.7184730411329
protein_1102,26.6447266075061,24.8827724313751,25.3547408641199,26.1485193271926,24.998088669146,26.9866006750457,26.3384499712081,25.8193115073547
protein_1103,27.8243917025309,28.203025153726,27.6429362257694,28.0090014179012,27.6850005258057,27.7096426297732,27.5620439657256,28.0033531603783
protein_1105,27.2444341645661,28.1078334499618,28.1666577808134,28.1870742735696,27.9132710701796,27.898365668103,27.8208026027041,28.4786340145985
protein_1106,24.9091779460832,24.1772937916819,24.0961580295589,23.9569913299067,23.878385781142,24.0559465619215,23.6796598744751,23.6953355156959
protein_1107,27.7090460430919,27.5042907078138,27.9177019102826,27.380044930565,27.6563803128915,27.057582635499,27.1750511578409,27.9823625800845
protein_1109,27.3615638723611,25.7599644086963,26.9948250631959,25.155712419966,27.1252505981093,26.651854355329,26.738055309322,26.70992813526
protein_1110,31.639273344431,32.1512789439236,31.5773539408996,31.933605995436,31.4212638766476,31.4445753627242,31.2493231945553,31.8403317837193
protein_1111,27.5872458277892,27.9930453394628,27.56222386875,27.4218620058532,28.0522152370402,27.878950438246,27.8817521219352,27.7216515752545
protein_1114,25.4955131144559,26.7874607067183,25.5883052627298,26.0077097119566,25.8384300356552,26.1882135589137,26.7957883955507,25.1032430282013
protein_1115,27.2675289142529,26.354804717095,27.1832627486674,27.4885017610254,27.4999578824986,27.4179258918261,27.1230308536188,26.7015054288947
protein_1116,28.0029621181707,27.2350289923729,27.3055722227072,27.0675807111349,28.0254461035689,27.8966207412997,28.1683729416938,26.3464491154145
protein_1117,29.7255675181245,29.8721488116753,30.1065918500597,29.6651994934169,29.4686561031988,29.1823994954742,29.1518588889396,30.0692285583068
protein_1119,27.3473802905704,28.7333495035919,27.2978212977759,27.8875473878157,27.4825845993009,27.452011342079,28.5245144405578,27.8391600149156
protein_1121,27.6969316501636,27.9623435781194,28.5041671473216,28.6019412021119,26.7780540824448,27.3025917847169,27.6247318051338,27.5717636207003
protein_1124,25.3158466858559,25.2288449805466,25.8849946113681,24.307979171234,25.2067210431007,25.0473127252646,25.5050960158325,25.3636334821198
protein_1125,25.91023973313,25.6181744050566,25.8349776154388,25.3507767782158,25.3327585314835,24.4110829886261,25.7398482197113,24.8961501707943
protein_1126,27.5508824265704,27.6679976529139,27.8504119677063,27.9755669040534,27.7963083856791,27.6175578322024,27.9640313260615,28.0041393090266
protein_1129,28.3739777548096,27.9435466011468,28.7297160681226,28.6333709025812,28.3833767379753,27.5197258132689,28.6235184026336,29.176812462096
protein_1131,24.6881421140098,24.5309150899463,24.6329400751151,24.1941892366234,24.2257731319684,23.9044257004581,24.6542382001285,25.0984972474748
protein_1132,27.1582264939609,26.4044958830064,27.1075627928311,26.5088708757064,26.8581273932129,26.5191255379375,27.4920824566315,27.5469304525135
protein_1133,26.3544895117938,25.9895139200587,26.4116365617792,26.3936748231676,26.3734226951301,25.5366306470279,26.9477053039221,26.5115404347924
protein_1137,29.1466184522947,29.7920795799157,29.846504214377,29.8077499325119,29.2694097724741,29.9011582877487,29.4604760294222,29.680951063575
protein_1138,27.3990054032596,27.5600766989089,27.5997322034394,27.486184825434,27.2892364408012,26.8074429940141,27.777042131929,27.682898742972
protein_1139,29.1751558178368,29.2003085140559,29.3073678403105,29.2930499805164,29.3126618928031,29.5890509900253,29.7681382305916,29.2635294908902
protein_1140,27.7244018331763,25.40810130512,26.4630054321637,24.9838021002511,27.3502345712927,26.7986761152879,26.8827441918302,26.5503637377813
protein_1141,28.1669683882577,28.07532282287,27.4604180412452,27.5169070920565,27.4112292346476,27.9125035954887,27.6832049635492,26.348219250162
protein_1142,26.1075810750728,25.4713980113883,25.9401340682934,26.2582637593887,25.7345116556726,26.6776648363064,26.5710799565018,24.7770948969323
protein_1143,26.224330843274,25.8129789871175,24.647328095409,24.2883166111941,26.4549586737398,26.5227234492009,25.9032971790028,25.5085517031425
protein_1144,24.3126623834022,24.0204644034369,24.1382647363916,24.1049849272094,24.1765052386779,24.6176384652416,24.1526741420438,25.5693373934463
protein_1146,26.604727618319,26.0039546211748,27.4296155046528,25.8488355563751,25.6968486774306,25.850813738623,26.2296625368424,25.5945518758843
protein_1147,28.3914792308299,28.9367941697476,28.889336402226,28.3481166145103,28.7580194675633,28.2538345317676,28.6072141379531,28.8779397173212
